constellation name,star name,nomenclature name,equinox,right ascension hours,right ascension minutes,right ascension seconds,declination degrees,declination minutes,declination seconds,motion in right ascension,motion in declination,radial velocity,annual parallax,magnitude,Durchmusterung zone 1900,Durchmusterung number,
Libra,Zuben Elakrab,gaLib,ICRS,15,35,31.579,-14,47,22.333,0.4378,0.693,-27.5,0.02142,3.91,-14,4237,
Libra,,io-1Lib,ICRS,15,12,13.2901,-19,47,30.158,-0.237266667,-3.255,-11.6,0.00866,4.54,-19,4047,
Libra,,kaLib,ICRS,15,41,56.7981,-19,40,43.781,-0.2214,-10.433,-3.8,0.00816,4.74,-19,4188,
Libra,,laLib,ICRS,15,53,20.0586,-20,10,1.345,-0.024066667,-1.9,6,0.00915,5.03,-19,4249,
Libra,Zubenhakrabi,nuLib,ICRS,15,6,37.5962,-16,15,24.544,-0.242733333,-2.328,-15.1,0.00426,5.2,-15,4026,
Libra,Zuben Hakrabi,nuLib,ICRS,15,6,37.5962,-16,15,24.544,-0.242733333,-2.328,-15.1,0.00426,5.2,-15,4026,
Libra,Brachium,siLib,ICRS,15,4,4.2155,-25,16,55.073,-0.479,-4.469,-4.3,0.01117,3.29,-24,11834,
Libra,,taLib,ICRS,15,38,39.3695,-29,46,39.913,-0.143333333,-2.654,3.2,0.00733,3.644,0,0,
Libra,,upLib,ICRS,15,37,1.4498,-28,8,6.286,-0.0884,-0.348,-24.9,0.01676,3.58,-27,10464,
Libra,,xi-2Lib,ICRS,14,56,46.1118,-11,24,34.922,0.052866667,1.121,14.6,0.00606,5.46,-10,3989,
Libra,,ze-1Lib,ICRS,15,28,15.4082,-16,42,59.343,0.111066667,-3.336,-21.4,0.00359,5.92,-16,4089,
Lupus,Kakkab,alLup,ICRS,14,41,55.7556,-47,23,17.52,-0.141,-2.422,5.2,0.00595,2.3,-46,9501,
Lupus,Men,alLup,ICRS,14,41,55.7556,-47,23,17.52,-0.141,-2.422,5.2,0.00595,2.3,-46,9501,
Lupus,Kekouan,beLup,ICRS,14,58,31.9269,-43,8,2.256,-0.227066667,-3.83,0.2,0.00623,2.68,-42,9853,
Lupus,,chLup,ICRS,15,50,57.5376,-33,37,37.796,-0.039466667,-2.491,5,0.01586,3.95,-33,10754,
Lupus,Hilasmus,deLup,ICRS,15,21,22.3217,-40,38,51.064,-0.1274,-2.405,0.2,0.00639,3.22,-40,9538,
Lupus,Thusia,gaLup,ICRS,15,35,8.4479,-41,10,0.325,-0.107,-2.552,2.3,0.00575,2.765,0,0,
Lupus,,ka-1Lup,ICRS,15,11,56.0757,-48,44,16.147,-0.643466667,-4.797,-6,0.01789,3.87,-48,9704,
Lupus,,ph-1Lup,ICRS,15,21,48.37,-36,15,40.955,-0.612333333,-8.603,-29.4,0.00999,3.56,-35,10236,
Lupus,,ph-2Lup,ICRS,15,23,9.3501,-36,51,30.559,-0.120333333,-2.153,2.3,0.00538,4.54,-36,10103,
Lupus,,ta-1Lup,ICRS,14,26,8.2239,-45,13,17.127,-0.090066667,-1.402,-215,0.00315,4.56,-44,9322,
Lupus,,thLup,ICRS,16,6,35.5448,-36,48,8.238,-0.1056,-3.106,15.2,0.00794,4.23,-36,10642,
Lupus,,zeLup,ICRS,15,12,17.0949,-52,5,57.29,-0.7596,-7.1,-10,0.02806,3.41,-51,8830,
Lynx,Alsciaukat,31Lyn,ICRS,8,22,50.1096,43,11,17.27,-0.1708,-9.944,24.4,0.00839,4.25,43,1815,
Lynx,Mabsuthat,31Lyn,ICRS,8,22,50.1096,43,11,17.27,-0.1708,-9.944,24.4,0.00839,4.25,43,1815,
Lynx,Maculosa,38Lyn,ICRS,9,18,50.6436,36,48,9.348,-0.2174,-12.378,4,0.02675,3.82,0,0,
Lynx,Maculata,38Lyn,ICRS,9,18,50.6436,36,48,9.348,-0.2174,-12.378,4,0.02675,3.82,0,0,
Lynx,Alvashak,alLyn,ICRS,9,21,3.3013,34,23,33.223,-1.485333333,1.478,37.6,0.01469,3.13,35,1979,
Lynx,Al Fahd,alLyn,ICRS,9,21,3.3013,34,23,33.223,-1.485333333,1.478,37.6,0.01469,3.13,35,1979,
Lynx,Mabsuthat,kaLyn,ICRS,8,22,50.1096,43,11,17.27,-0.1708,-9.944,24.4,0.00839,4.25,43,1815,
Lyra,Vega,alLyr,ICRS,18,36,56.3364,38,47,1.291,1.3402,28.747,-13.9,0.12893,0.03,38,3238,
Lyra,Sheliak,beLyr,ICRS,18,50,4.7947,33,21,45.601,0.007333333,-0.446,-19.2,0.0037,3.45,33,3223,
Lyra,Aladfar,etLyr,ICRS,19,13,45.4875,39,8,45.486,-0.0106,-0.061,-8.1,0.00313,4.39,38,3490,
Lyra,Sulaphat,gaLyr,ICRS,18,58,56.6227,32,41,22.407,-0.0184,0.177,-21.1,0.00514,3.24,32,3286,
Lyra,Sulafat,gaLyr,ICRS,18,58,56.6227,32,41,22.407,-0.0184,0.177,-21.1,0.00514,3.24,32,3286,
Lyra,,ioLyr,ICRS,19,7,18.1291,36,6,0.566,-0.004266667,-0.428,-18,0.00392,5.28,35,3485,
Lyra,,kaLyr,ICRS,18,19,51.7095,36,3,52.371,-0.1076,4.132,-22.3,0.01371,4.33,36,3094,
Lyra,Alathfar,muLyr,ICRS,18,24,13.7857,39,30,26.059,-0.142066667,-0.456,-24,0.00739,5.11,39,3410,
Lyra,,thLyr,ICRS,19,16,22.0951,38,8,1.431,-0.003266667,0.123,-30.9,0.00424,4.36,37,3398,
Mensa,,alMen,ICRS,6,10,14.4735,-74,45,10.963,0.812266667,-21.28,34.9,0.09854,5.09,-74,374,
Mensa,,deMen,ICRS,4,17,59.2737,-80,12,50.518,0.1884,6.102,-20,0.008,5.62,-80,116,
Mensa,,etMen,ICRS,4,55,11.2017,-74,56,12.667,0.184,6.188,25.8,0.00458,5.47,-75,290,
Mensa,,gaMen,ICRS,5,31,53.0156,-76,20,27.47,0.9546,28.774,56.7,0.03243,5.19,-76,333,
Mensa,,muMen,ICRS,4,43,3.9634,-70,55,51.698,0.062,3.477,-1,0.00675,5.69,-71,282,
Mensa,,xiMen,ICRS,4,58,50.9645,-82,28,13.845,-0.034,0.412,-5,0.00934,5.85,-82,106,
Mensa,,zeMen,ICRS,6,40,2.8901,-80,48,48.933,-0.033866667,5.337,7,0.00807,5.64,-80,196,
Microscopium,,epMic,ICRS,21,17,56.2848,-32,10,21.141,0.369733333,-2.212,-1,0.01976,4.71,-32,16498,
Microscopium,,gaMic,ICRS,21,1,17.4602,-32,15,27.962,-0.013933333,-0.019,17.6,0.01459,4.67,-32,16353,
Microscopium,,ioMic,ICRS,20,48,29.1421,-43,59,18.758,1.171866667,-11.217,-14.9,0.02435,5.11,-44,14145,
Microscopium,,th-1Mic,ICRS,21,20,45.6423,-40,48,34.076,0.507866667,1.766,2.3,0.01749,4.82,-41,14475,
Microscopium,,zeMic,ICRS,21,2,57.9539,-38,37,53.21,-0.185733333,-10.881,4.6,0.02832,5.35,-39,14089,
Monoceros,,alMon,ICRS,7,41,14.8324,-9,33,4.071,-0.498666667,-1.964,10.5,0.02261,3.93,-9,2172,
Monoceros,,deMon,ICRS,7,11,51.8603,0,29,33.952,-0.001466667,0.668,15,0.0087,4.15,0,1636,
Monoceros,,epMon,ICRS,6,23,46.0855,4,35,34.314,-0.1392,1.075,14.6,0.02539,4.44,4,1236,
Musca,,alMus,ICRS,12,37,11.0184,-69,8,8.03,-0.2658,-1.244,13,0.01067,2.69,-68,1702,
Musca,,deMus,ICRS,13,2,16.2633,-71,32,55.879,1.757133333,-2.327,36.5,0.03591,3.62,-70,1548,
Musca,,etMus,ICRS,13,15,14.9405,-67,53,40.521,-0.246133333,-1.063,-8,0.00804,4.8,-67,2224,
Musca,,gaMus,ICRS,12,32,28.0147,-72,7,58.758,-0.337266667,-0.516,2.5,0.01007,3.87,-71,1336,
Musca,,laMus,ICRS,11,45,36.4191,-66,43,43.546,-0.669466667,3.321,16.3,0.02542,3.64,-66,1640,
Norma,,deNor,ICRS,16,6,29.4381,-45,10,23.467,0.116466667,3.703,-15.5,0.02641,4.72,-44,10625,
Norma,,ga-2Nor,ICRS,16,19,50.4225,-50,9,19.828,-1.0624,-5.284,-28.9,0.02558,4.02,-49,10536,
Norma,,kaNor,ICRS,16,13,28.7289,-54,37,49.683,-0.035533333,-2.248,-13.5,0.00745,4.94,-54,7245,
Octans,,alOct,ICRS,21,4,43.0645,-77,1,25.562,0.0922,-36.937,45,0.02207,5.15,-77,1474,
Octans,,beOct,ICRS,22,46,3.5079,-81,22,53.815,-0.369,0.088,23.9,0.02323,4.15,-82,889,
Octans,,chOct,ICRS,18,54,47.1361,-87,36,21.037,-0.2446,-13.522,33.6,0.01306,5.28,-87,274,
Octans,,epOct,ICRS,22,20,1.6781,-80,26,23.089,0.375733333,-4.278,11.7,0.01215,5.1,-81,995,
Octans,,etOct,ICRS,10,59,13.7676,-84,35,38.015,-0.427533333,-0.802,-2.6,0.00917,6.26,-83,386,
Octans,,ioOct,ICRS,12,54,58.8107,-85,7,24.127,0.4498,2.211,53.4,0.00879,5.46,-84,407,
Octans,,kaOct,ICRS,13,40,55.4795,-85,47,9.756,-0.584333333,-2.103,-9,0.01271,5.65,-85,384,
Octans,,nuOct,ICRS,21,41,28.6463,-77,23,24.167,0.4322,-24.037,34.4,0.04722,3.76,-77,1510,
Octans,,rhOct,ICRS,15,43,16.9294,-84,27,54.983,0.913333333,9.675,-11,0.01502,5.66,-84,510,
Octans,Polaris Australis,siOct,ICRS,21,8,46.8457,-88,57,23.396,0.173066667,0.502,11.9,0.01207,5.47,-89,47,
Octans,,taOct,ICRS,23,28,3.783,-87,28,55.97,0.1086,1.148,31,0.00624,5.49,-88,204,
Octans,,thOct,ICRS,0,1,35.7037,-77,3,56.608,-0.3768,-17.695,23.7,0.01477,4.78,-77,1596,
Octans,,upOct,ICRS,22,31,37.5157,-85,58,2.111,-0.250933333,6.125,19,0.00988,5.74,-86,406,
Octans,,zeOct,ICRS,8,56,40.9863,-85,39,47.348,-0.775133333,3.375,-3.6,0.02073,5.42,-85,183,
Ophiuchus,,44Oph,ICRS,17,26,22.2161,-24,10,31.114,-0.013133333,-11.769,-37.2,0.03896,4.166,0,0,
Ophiuchus,,45Oph,ICRS,17,27,21.2737,-29,52,1.32,0.095866667,-13.741,37.3,0.02926,4.286,0,0,
Ophiuchus,Rasalhague,alOph,ICRS,17,34,56.0705,12,33,36.125,0.733866667,-22.261,12.6,0.06984,2.08,12,3252,
Ophiuchus,Celbalrai,beOph,ICRS,17,43,28.3531,4,34,2.29,-0.271133333,15.88,-11.9,0.03978,2.77,4,3489,
Ophiuchus,Kelb Alrai,beOph,ICRS,17,43,28.3531,4,34,2.29,-0.271133333,15.88,-11.9,0.03978,2.77,4,3489,
Ophiuchus,Yed Prior,deOph,ICRS,16,14,20.7395,-3,41,39.563,-0.305533333,-14.291,-19.9,0.01916,2.74,-3,3903,
Ophiuchus,Yed Posterior,epOph,ICRS,16,18,19.289,-4,41,33.038,0.549266667,4.008,-10.3,0.03034,3.24,-4,4086,
Ophiuchus,Sabik,etOph,ICRS,17,10,22.6873,-15,43,29.677,0.2744,9.765,-0.9,0.03877,2.43,-15,4467,
Ophiuchus,Al Durajah,gaOph,ICRS,17,47,53.5605,2,42,26.194,-0.154333333,-7.512,-5,0.03442,3.75,2,3403,
Ophiuchus,,ioOph,ICRS,16,54,0.4715,10,9,55.293,-0.358333333,-3.468,-21,0.01395,4.38,10,3092,
Ophiuchus,Helkath,kaOph,ICRS,16,57,40.0973,9,22,30.118,-1.9536,-0.97,-55.6,0.03799,3.2,9,3298,
Ophiuchus,Marfik,laOph,ICRS,16,30,54.8229,1,59,2.123,-0.209133333,-7.3,-13.5,0.01963,2,3118,,
Ophiuchus,Sinistra,nuOph,ICRS,17,59,1.5915,-9,46,25.075,-0.068733333,-11.612,12.6,0.02135,3.34,-9,4632,
Ophiuchus,,siOph,ICRS,17,26,30.8803,4,8,25.295,0.008333333,0.709,-27.1,0.00278,4.34,4,3422,
Ophiuchus,Imad,thOph,ICRS,17,22,0.5784,-24,59,58.364,-0.058933333,-2.364,-2,0.00579,3.27,-24,13292,
Ophiuchus,Barnard's star,V799 Oph,ICRS,17,38,28.1,4,39,41,0.113333333,3.8,17,0.017,9.54,4, 3561a,
Ophiuchus,,xiOph,ICRS,17,21,0.3741,-21,6,46.557,1.746733333,-20.474,-9,0.05748,4.39,0,0,
Ophiuchus,Han,zeOph,ICRS,16,37,9.5378,-10,34,1.524,0.087133333,2.544,-15,0.00712,2.56,-10,4350,
Orion,,71Ori,ICRS,6,14,50.8767,19,9,23.231,-0.638533333,-18.158,35.7,0.04733,5.2,0,0,
Orion,Betelgeuse,alOri,ICRS,5,55,10.3053,7,24,25.426,0.1822,1.086,21,0.00763,0.5,7,1055,
Orion,Beteigeuse,alOri,ICRS,5,55,10.3053,7,24,25.426,0.1822,1.086,21,0.00763,0.5,7,1055,
Orion,Rigel,beOri,ICRS,5,14,32.2723,-8,12,5.906,0.012466667,-0.056,20.7,0.00422,0.12,-8,1063,
Orion,,ch-2Ori,ICRS,6,3,55.1849,20,8,18.427,0.0146,-0.281,16.8,0.0001,4.646,0,0,
Orion,Mintaka,deOri,ICRS,5,32,0.4007,0,17,56.731,0.011133,-0.056,16,0.00356,2.23,0,983,
Orion,Alnilam,epOri,ICRS,5,36,12.8135,-1,12,6.911,0.009933333,-0.106,25.9,0.00243,1.7,-1,969,
Orion,Bellatrix,gaOri,ICRS,5,25,7.8631,6,20,58.928,-0.058333333,-1.328,18.2,0.01342,1.64,6,919,
Orion,Hatsya,ioOri,ICRS,5,35,25.9825,-5,54,35.645,0.015133333,-0.062,21.5,0.00246,2.76,-6,1241,
Orion,Nair al Saif,ioOri,ICRS,5,35,25.9825,-5,54,35.645,0.015133333,-0.062,21.5,0.00246,2.76,-6,1241,
Orion,Saiph,kaOri,ICRS,5,47,45.3889,-9,40,10.577,0.010333333,-0.12,20.5,0.00452,2.06,-9,1235,
Orion,Heka,laOri,ICRS,5,35,8.2771,9,56,2.97,-0.006866667,-0.186,-1.03,0.00309,3.66,9,879,
Orion,Meissa,laOri,ICRS,5,35,8.2771,9,56,2.97,-0.006866667,-0.186,-1.03,0.00309,3.66,9,879,
Orion,,muOri,ICRS,6,2,22.9988,9,38,50.196,0.0946,-3.744,45,0.02149,4.29,14,1152,
Orion,,nuOri,ICRS,6,7,34.3249,14,46,6.498,0.033,-2.118,24.1,0.0061,4.42,0,0,
Orion,,omi-1Ori,ICRS,4,52,31.9621,14,15,2.311,-0.017466667,-5.613,-7.9,0.00602,4.74,14,777,
Orion,,ph-1Ori,ICRS,5,34,49.2371,9,29,22.485,-0.008266667,-0.249,33.2,0.00331,4.41,9,877,
Orion,,pi-1Ori,ICRS,4,54,53.7279,10,9,2.999,0.2672,-12.837,13,0.02704,4.656,0,0,
Orion,,pi-2Ori,ICRS,4,50,36.7217,8,54,0.633,-0.0058,-3.157,24,0.01684,4.353,0,0,
Orion,Tabit,pi-3Ori,ICRS,4,49,50.4106,6,57,40.592,3.089466667,1.162,24.1,0.1246,3.19,6,762,
Orion,Tabit,pi-4Ori,ICRS,4,51,12.3639,5,36,18.374,-0.024133333,0.103,23.3,0.00259,3.69,5,745,
Orion,,pi-5Ori,ICRS,4,54,15.0965,2,26,26.419,0.009533333,0.023,23.4,0.00243,3.72,2,810,
Orion,,pi-6Ori,ICRS,4,58,32.9019,1,42,50.457,-0.0106,-0.793,15.36,0.003542,4.474,0,0,
Orion,,taOri,ICRS,5,17,36.3899,-6,50,39.874,-0.102066667,-0.957,20.1,0.00588,3.6,-7,1028,
Orion,Trapezium,th-1COri,ICRS,5,35,16.463,-5,23,23.18,0.006133333,-0.013,28,-0.00185,5.13,0,0,
Orion,Thabit,upOri,ICRS,5,31,55.86,-7,18,5.533,-0.0036,-0.444,17.4,0.00211,4.62,-7,1106,
Orion,,xiOri,ICRS,6,11,56.3958,14,12,31.54,-0.0106,-2.23,24,0.00514,4.442,0,0,
Orion,Alnitak,zeOri,ICRS,5,40,45.5271,-1,56,33.26,0.0266,0.254,3.99,0.00399,1.74,-2,1338,
Pavo,Peacock,alPav,ICRS,20,25,38.8578,-56,44,6.324,0.0514,-8.615,2,0.0178,1.94,-57,9674,
Pavo,,bePav,ICRS,20,44,57.4944,-66,12,11.565,-0.282666667,1.057,9.8,0.02371,3.42,-66,3501,
Pavo,,dePav,ICRS,20,8,43.6084,-66,10,55.446,8.07,-113.027,-21.7,0.16374,3.56,-66,3474,
Pavo,,epPav,ICRS,20,0,35.5532,-72,54,37.813,0.536933333,-13.134,-1.5,0.03073,3.96,-73,2086,
Pavo,,etPav,ICRS,17,45,43.9873,-64,43,25.937,-0.073866667,-5.637,-7.6,0.00879,3.62,-64,3662,
Pavo,,gaPav,ICRS,21,26,26.6056,-65,21,58.314,0.540533333,80.073,-30.2,0.1085,4.22,-65,3918,
Pavo,,laPav,ICRS,18,52,13.0349,-62,11,15.337,-0.008866667,-1.353,9,0.0018,4.22,-62,5983,
Pavo,,omiPav,ICRS,21,13,20.5095,-70,7,34.56,0.276133333,-2.034,-19,0.00367,5.02,-70,2835,
Pavo,,xiPav,ICRS,18,23,13.6212,-61,29,38.043,0.003533333,0.17,12.2,0.00776,4.36,-61,6140,
Pavo,,zePav,ICRS,18,43,2.1361,-71,25,41.208,0.008333333,-15.829,-16.3,0.01555,4.01,-71,2353,
Pegasus,Markab,alPeg,ICRS,23,4,45.6538,15,12,18.952,0.407333333,-4.256,-3.5,0.02336,2.49,14,4926,
Pegasus,Scheat,bePeg,ICRS,23,3,46.4575,28,4,58.041,1.251733333,13.761,8.7,0.01637,2.42,27,4480,
Pegasus,,chPeg,ICRS,0,14,36.1645,20,12,24.126,0.6044,0.188,-45.8,0.01001,4.8,19,27,
Pegasus,Enif,epPeg,ICRS,21,44,11.1581,9,52,30.041,0.200133333,0.138,4.7,0.00485,2.39,9,4891,
Pegasus,Matar,etPeg,ICRS,22,43,0.1374,30,13,16.483,0.0874,-2.611,4.3,0.01518,2.94,29,4741,
Pegasus,Algenib,gaPeg,ICRS,0,13,14.1528,15,11,0.945,0.031333333,-0.824,4.1,0.00979,2.83,14,14,
Pegasus,,ioPeg,ICRS,22,7,0.6661,25,20,42.402,1.9782,2.693,-4.3,0.08506,3.76,24,4533,
Pegasus,Jih,kaPeg,ICRS,21,44,38.7344,25,38,42.128,0.311066667,1.347,-8.1,0.02834,4.159,0,0,
Pegasus,Sadalbari,laPeg,ICRS,22,46,31.8787,23,33,56.354,0.379933333,-1.046,-3.9,0.00826,3.95,22,4709,
Pegasus,,muPeg,ICRS,22,50,0.1928,24,36,5.685,0.960733333,-4.344,13.9,0.02795,3.48,23,4615,
Pegasus,,phPeg,ICRS,23,52,29.2882,19,7,13.033,-0.0428,-3.422,-7.8,0.00746,5.08,18,5231,
Pegasus,,pi-1Peg,ICRS,22,9,13.6338,33,10,20.415,-0.4,-6.586,-5.7,0.01151,5.65,32,4349,
Pegasus,,pi-2Peg,ICRS,22,9,59.2441,33,10,41.606,-0.082266667,-1.794,2,0.01296,4.29,32,4352,
Pegasus,,psPeg,ICRS,23,57,45.5264,25,8,29.044,-0.2404,-3.225,-4.2,0.00754,4.66,24,4865,
Pegasus,Kerb,taPeg,ICRS,23,20,38.2426,23,44,25.213,0.2032,-0.914,16,0.0195,4.6,22,4810,
Pegasus,Salm,taPeg,ICRS,23,20,38.2426,23,44,25.213,0.2032,-0.914,16,0.0195,4.6,22,4810,
Pegasus,Biham,thPeg,ICRS,22,10,11.9852,6,11,52.314,1.879733333,3.123,-6,0.03377,3.53,5,4961,
Pegasus,Baham,thPeg,ICRS,22,10,11.9852,6,11,52.314,1.879733333,3.123,-6,0.03377,3.53,5,4961,
Pegasus,,upPeg,ICRS,23,25,22.7841,23,24,14.764,1.287466667,3.647,-11.1,0.01883,4.41,22,4833,
Pegasus,Homam,zePeg,ICRS,22,41,27.7208,10,49,52.912,0.515866667,-1.098,7,0.01564,3.4,10,4797,
Perseus,,16Per,ICRS,2,50,35.0597,38,19,7.117,1.304533333,-10.892,14,0.02554,4.2,0,0,
Perseus,Mirfak,alPer,ICRS,3,24,19.3703,49,51,40.247,0.160733333,-2.601,-2.4,0.00551,1.8,49,917,
Perseus,Mirphak,alPer,ICRS,3,24,19.3703,49,51,40.247,0.160733333,-2.601,-2.4,0.00551,1.8,49,917,
Perseus,Algol,bePer,ICRS,3,8,10.1315,40,57,20.332,0.015933333,-0.144,4,0.03514,2.12,40,673,
Perseus,,dePer,ICRS,3,42,55.5028,47,47,15.185,0.158866667,-4.193,4,0.00618,3.01,47,876,
Perseus,,epPer,ICRS,3,57,51.2307,40,0,36.773,0.084066667,-2.406,12.61,0.00606,2.89,39,895,
Perseus,Miram,etPer,ICRS,2,50,41.8101,55,53,43.786,0.110933333,-1.376,-1,0.00245,3.76,55,714,
Perseus,,gaPer,ICRS,3,4,47.7907,53,30,23.184,0.003333333,-0.419,2.5,0.01272,2.93,52,654,
Perseus,,ioPer,ICRS,3,9,4.0197,49,36,47.799,8.414533333,-9.16,50,0.09493,4.05,49,857,
Perseus,Misam,kaPer,ICRS,3,9,29.7715,44,51,27.157,1.1534,-14.205,29.2,0.02905,3.8,44,631,
Perseus,,laPer,ICRS,4,6,35.0434,50,21,4.543,-0.086866667,-3.637,6.1,0.00941,4.29,49,1101,
Perseus,Capulus,M34Per,ICRS,2,42,6,42,46,0,0.0002,-0.743,0,0,5.2,0, 0 # NGC 1039,
Perseus,,muPer,ICRS,4,14,53.8621,48,24,33.591,0.0336,-1.735,5.04,0.00451,4.14,48,1063,
Perseus,Capulus,NGC869,2000,2,19,1,57,9,0,-0.00273333,-0.103,-39.82,0,3.7,0, 0 # NGC 869 , from Starlight / Sarah Ashton
Perseus,,nuPer,ICRS,3,45,11.6319,42,34,42.775,-0.097266667,0.175,-12.7,0.00586,3.77,42,815,
Perseus,Gorgona Quatra,omePer,ICRS,3,11,17.3816,39,36,41.697,-0.174733333,0.478,6.7,0.01069,4.63,39,724,
Perseus,Atiks,omiPer,ICRS,3,44,19.132,32,17,17.693,0.054066667,-1.032,18.5,0.00221,3.83,31,642,
Perseus,,phPer,ICRS,1,43,39.6375,50,41,19.437,0.160533333,-1.359,0.8,0.00455,4.07,49,444,
Perseus,Gorgona Secunda,piPer,ICRS,2,58,45.6701,39,39,45.823,0.172533333,-4.067,14.2,0.01002,4.69,39,681,
Perseus,Gorgona Tertia,rhPer,ICRS,3,5,10.5934,38,50,24.986,0.857933333,-10.661,28.2,0.01003,3.39,38,630,
Perseus,,siPer,ICRS,3,30,34.4835,47,59,42.778,0.0104,1.813,15.9,0.00923,4.35,47,843,
Perseus,,taPer,ICRS,2,54,15.4605,52,45,44.924,-0.013266667,-0.453,2.2,0.01315,3.95,52,641,
Perseus,,thPer,ICRS,2,44,11.9863,49,13,42.412,2.2268,-8.996,25,0.08903,4.12,48,746,
Perseus,Menkib,xiPer,ICRS,3,58,57.9011,35,47,27.717,0.0128,0.23,70.1,0.00184,4.04,35,775,
Perseus,Atik,zePer,ICRS,3,54,7.9215,31,53,1.088,0.0294,-0.915,4.41,0.00332,2.85,31,666,
Phoenix,Ankaa,alPhe,ICRS,0,26,17.0509,-42,18,21.533,1.551666667,-35.362,74.6,0.04214,2.39,-42,116,
Phoenix,,dePhe,ICRS,1,31,15.1046,-49,4,21.728,0.921466667,15.42,-7.3,0.02215,3.95,-49,425,
Phoenix,,epPhe,ICRS,0,9,24.642,-45,44,50.734,0.814333333,-18.013,-9.2,0.02328,3.88,-46,18,
Phoenix,,etPhe,ICRS,0,43,21.2385,-57,27,47.016,-0.0344,1.55,2,0.01357,4.36,-58,42,
Phoenix,,gaPhe,ICRS,1,28,21.9271,-43,19,5.642,-0.1214,-20.771,25.8,0.01394,3.41,-43,449,
Phoenix,,ioPhe,ICRS,23,35,4.564,-42,36,54.269,0.2812,1.078,19.4,0.01192,4.71,-43,15420,
Phoenix,,la-1Phe,ICRS,0,31,24.9807,-48,48,12.652,0.938266667,1.947,-2,0.01897,4.77,-49,115,
Phoenix,,muPhe,ICRS,0,41,19.5517,-46,5,6.025,-0.1928,0.104,18.8,0.01319,4.59,-46,180,
Phoenix,,omePhe,ICRS,1,2,1.8208,-57,0,8.601,0.0442667,1.653,13,0.00886,6.109,-57,220,
Phoenix,,phPhe,ICRS,1,54,22.0331,-42,29,49.02,-0.2288,-2.834,12,0.01055,5.11,-43,583,
Phoenix,,piPhe,ICRS,23,58,55.7793,-52,44,44.905,0.3862,6.146,-14.1,0.0127,5.13,-53,10561,
Phoenix,,psPhe,ICRS,1,53,38.7417,-46,18,9.607,-0.615866667,-9.146,1.5,0.01015,4.41,-46,552,
Phoenix,,upPhe,ICRS,1,7,47.8533,-41,29,12.898,0.24,0.785,14,0.01648,5.21,-42,391,
Pictor,,alPic,ICRS,6,48,11.4523,-61,56,29.01,-0.455933333,24.203,20.6,0.03296,3.27,-61,720,
Pictor,,dePic,ICRS,6,10,17.9089,-54,58,7.121,-0.0274,0.653,30.6,0.00197,4.81,-54,980,
Pictor,,et-2Pic,ICRS,5,4,58.0144,-49,34,40.215,0.458266667,-0.303,36,0.00688,5.03,-49,1562,
Pictor,,gaPic,ICRS,5,49,49.6623,-56,9,59.987,0.544066667,-7.177,15.7,0.01878,4.51,-56,946,
Pictor,,zePic,ICRS,5,19,22.1349,-50,36,21.483,0.153333333,22.738,45.1,0.0277,5.45,-50,1723,
Pisces,,19Psc,ICRS,23,46,23.5165,3,29,12.519,-0.233333333,-2.5,-11,0.00429,5.04,0,0,
Pisces,,7Psc,ICRS,23,20,20.5831,5,22,52.706,0.523533333,-5.935,40.34,0.00956,5.077,0,0,
Pisces,Alrischa,alPsc,ICRS,2,2,2.8201,2,45,49.534,0.221933333,-0.042,33.29,0.02345,4.33,2,317,
Pisces,Fum Alsamakah,bePsc,ICRS,23,3,52.614,3,49,12.163,0.085733333,-1.013,0.3,0.00662,4.53,3,4818,
Pisces,Samakah,bePsc,ICRS,23,3,52.614,3,49,12.163,0.085733333,-1.013,0.3,0.00662,4.53,3,4818,
Pisces,,chPsc,ICRS,1,11,27.2202,21,2,4.74,0.277733333,-1.055,15.8,0.00742,4.66,20,172,
Pisces,Linteum,dePsc,ICRS,0,48,40.9443,7,35,6.285,0.554266667,-5.048,32.3,0.01069,4.43,6,107,
Pisces,Kaht,epPsc,ICRS,1,2,56.6084,7,53,24.488,-0.537133333,2.588,7,0.01714,4.28,7,153,
Pisces,Al Pherg,etPsc,ICRS,1,31,29.0094,15,20,44.963,0.171533333,-0.329,14.8,0.01109,3.62,14,231,
Pisces,Simmah,gaPsc,ICRS,23,17,9.9379,3,16,56.24,5.069,1.796,-13.6,0.02492,3.69,2,4648,
Pisces,,ioPsc,ICRS,23,39,57.0409,5,37,34.65,2.5088,-43.7,5,0.07251,4.13,4,5035,
Pisces,,kaPsc,ICRS,23,26,55.9553,1,15,20.189,0.570666667,-9.443,-3.2,0.02012,4.94,0,4998,
Pisces,,laPsc,ICRS,23,42,2.8062,1,46,48.147,-0.863666667,-15.487,12.4,0.03238,4.5,0,5037,
Pisces,,nuPsc,ICRS,1,41,25.8943,5,29,15.408,-0.151533333,0.361,0.4,0.00886,4.44,4,293,
Pisces,Vernalis,omePsc,ICRS,23,59,18.6896,6,51,47.956,0.989933333,-11.216,1.9,0.03078,4.01,6,5227,
Pisces,Torcularis Septentrionalis,omiPsc,ICRS,1,45,23.6305,9,9,27.849,0.472133333,3.899,13.6,0.01263,4.26,8,273,
Pisces,,phPsc,ICRS,1,13,44.9471,24,35,1.367,0.123866667,-2.126,5.9,0.00864,4.676,0,0,
